advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	19	1	819981	342000	3581	700
Politictee Correct		292246704741314	Facebook	8	1	815992	406000	4388	1504
GLAS Građansko-liberalni savez	GLAS Građansko-liberalni savez	231052047413325	Facebook	10	1	815990	266000	1237	89
Veganuary		170911309781648	Facebook	21	1	811979	264000	2405	0
Naser Khader		1995019340791443	Facebook	14	1	810986	255000	8781	2155
Le racisme, vous valez mieux que ça		1858720887787052	Facebook	5	1	809995	325000	2595	800
Comme j'aime		146933438675224	Facebook	5	1	809995	325000	11095	2200
IF Metall		108492218918	Facebook	7	1	809993	295000	6250	1305
Ijabs Ivars		345347539390006	Facebook	9	1	809991	345000	2491	400
Sergio Berlato	Sergio Berlato	227284747464295	Facebook	11	1	809989	315000	3589	900
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	11	1	809989	285000	2197	727
Conseil Solaire		1329380840472696	Facebook	16	1	808984	311000	6684	2100
L'OCCITANE en Provence		161197393938517	Facebook	5	1	804995	321000	2695	1100
Peter Pollák	OBYČAJNÍ ĽUDIA a nezávislé osobnosti	307556876112136	Facebook	14	1	801986	250000	2986	400
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	45	1	801955	214000	1966	232
Folkekirkens Nødhjælp		276770505228	Facebook	86	1	801914	201000	5531	1272
DIE LINKE. Berlin	DiG Berlin	156304484388194	Facebook	5	1	800995	320000	1695	300
Bartosz Arłukowicz	KKW Koalicja Europejska PO PSL SLD .N Zieloni	152299864806918	Facebook	99	1	800901	255000	2768	186
Manchester City Council	Manchester City Council	71409503111	Facebook	3	1	799997	350000	7518	1851
AtlasInfo		10150133693605727	Facebook	3	1	799997	350000	297	0
Veriff		959442754113350	Facebook	3	1	799997	350000	1332	267
The Body Shop		120693511308364	Facebook	3	1	799997	350000	1997	700
More In Common		199254923808679	Facebook	3	1	799997	350000	23140	8100
Departamentul pentru Mediul de Afaceri, Comerţ şi Antreprenoriat al PSD	Partidul Social Democrat	1238111743018265	Facebook	4	1	799996	350000	524	168
Eco-systèmes		180995598634858	Facebook	4	1	799996	400000	3996	2000
Alex and the jewel		1703830116536718	Facebook	15	1	796985	321000	2285	200
BDI - Bundesverband der Deutschen Industrie	BDI - Bundesverband der Deutschen Industrie	186206440652	Facebook	115	1	796885	186000	13385	500
SSAB AB		145401631365	Facebook	33	1	794967	224000	5667	600
EcoFuel Premium		520021431842443	Facebook	15	1	790985	317000	4285	700
Kankaanpään Työväenyhdistys ry		AR217573010171756544	Google	25	1	790000	60000	2150	100
LIFE		167060196653670	Facebook	50	1	789950	164000	5750	200
FinanzAgenda		276690259403364	Facebook	68	1	788932	183000	7932	300
nucao		1285780774784882	Facebook	16	1	787984	313000	3584	500
Labros Palantzas / Λάμπρος Παλάντζας	Lampros Palantzas 	540653716458457	Facebook	17	1	786983	283000	2483	200
Miapetra Kumpula-Natri		922311201130062	Facebook	32	1	786968	241000	8418	1623
UNICEF Italia		40433567307	Facebook	9	1	784991	296000	1691	200
Maroš Šefčovič		245361515516655	Facebook	23	1	784977	181000	3877	400
Michela Sciurpa	Michela Sciurpa tramite mandatario elettorale Gian Luca Laurenzi, nato a Perugia il 21.09.1964 LRNGLC64P21G478O con nomina ed accettazione depositata il data 09.04.2019 alla Corte d’Appello di Perugia	317033212339928	Facebook	26	1	784974	234000	3374	200
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	39	1	783961	190000	3697	0
Varsinais-Suomen Kokoomus ry		AR199136399197208576	Google	51	1	780000	30000	9300	750
Perussuomalaiset	Perussuomalaiset	181106108341	Facebook	14	1	779986	285000	7086	1700
SPD Land Bremen	SPD Land Bremen 	524965010906886	Facebook	119	1	779881	183000	11781	0
Passaggio al Bosco Edizioni		1942760395965996	Facebook	26	1	778974	203000	2574	0
Lucia Nicholsonová verí v zdravý rozum	Richard Sulik	714437508635046	Facebook	52	1	773948	165000	5082	0
Plan International France		100707905881	Facebook	60	1	773940	195000	8740	700
Thuisverpleging		372390586890911	Facebook	9	1	772991	320000	1291	100
Jesse Klaver		687496011309020	Facebook	7	1	771993	320000	10893	2100
Ecobio OBD		250081085939529	Facebook	8	1	771992	317000	6092	1100
Momentum	Momentum	155710354774360	Facebook	17	1	770983	190000	6113	1041
Arte		1319236851430224	Facebook	7	1	769993	317000	1071	100
Pina Picierno	SocialCom	212896992084952	Facebook	62	1	767938	230000	6538	100
Greenpeace Nederland		288295911466	Facebook	47	1	766953	224000	8653	1000
Andrew Stephenson MP	The Conservative Party	308313479373888	Facebook	280	1	766720	134000	35780	925
EPP Group in the European Parliament		291699857688	Facebook	5	1	764995	316000	1695	300
Ionel Dancă		227578001357165	Facebook	8	1	764992	256000	250	21
Anna Maria Bernini	Anna Maria Bernini	146169045979888	Facebook	72	1	762928	202000	7528	100
Alberto Cirio		1391061901114543	Facebook	24	1	761976	191000	4376	500
Na zdrowie		1120686571468330	Facebook	5	1	759995	315000	696	209
WaterAid Sverige		175843834306	Facebook	6	1	759994	285000	3703	1296
Βίκυ Φλέσσα -Vicky Flessa	Pulse and Opinion S.A.	344396292816360	Facebook	7	1	759993	255000	5593	1000
Gun Rights		782628375218149	Facebook	7	1	759993	255000	2793	800
Council of the European Union		147547541961576	Facebook	11	1	759989	275000	2689	400
ÖGPP - Österr. Gesellschaft für Politikberatung und Politikentwicklung		345168305518984	Facebook	15	1	759985	320000	7085	1400
West Midlands Labour	The Labour Party	1243222025739706	Facebook	25	1	759975	311000	16981	3008
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	36	1	758964	168000	4909	1031
Gelijke kansen - Egalité des chances		1757055917947545	Facebook	92	1	758908	200000	9108	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	24	1	757976	163000	2376	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	20	1	756980	223000	1980	0
Oddschecker		136780779703119	Facebook	9	1	755991	331000	1956	231
Ecogreen		2207467306235731	Facebook	4	1	754996	311000	6596	1600
The Good Show		1923750267869320	Facebook	8	1	751992	360000	2379	472
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	24	1	751976	234000	1228	93
Deutsche Post	Deutsche Post	485303194814631	Facebook	4	1	749996	310000	1196	200
The Intercept Brasil		1754956431459064	Facebook	4	1	749996	310000	708	89
Ligue des droits de l'Homme		91187778160	Facebook	7	1	749993	330000	3093	600
CineStar		120809951287634	Facebook	7	1	749993	330000	3493	700
Γιώργος Νικητιάδης	Georgios Nikitiadis	412207436231536	Facebook	8	1	749992	330000	3592	700
Scottish Family Party	Scottish Family Party	1313354295370593	Facebook	26	1	747974	254000	5871	1041
Kaisa Penny		259256970891807	Facebook	40	1	747960	253000	5560	400
Syre		1531320107133721	Facebook	65	1	745935	184000	9254	2713
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	65	1	744935	191000	4436	1231
Alice Mary Higgins for Europe	Alice Mary Higgins	1055105841226515	Facebook	29	1	743971	166000	3671	200
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	19	1	740981	187000	2281	100
Európsky parlament – Kancelária na Slovensku		232491033085	Facebook	27	1	740973	252000	3473	200
Deputati PD	Deputati PD	104652392900508	Facebook	19	1	739981	157000	1881	0
Marc Lejeune - 3ème au CDH à la Région	Marc Jean-Marie P Lejeune	1115141181990895	Facebook	161	1	739839	140000	16339	100
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	87	1	738913	173000	5960	1553
Kleopatra Sidiropoulou Υποψήφια Ευρωεκλογών με το Ποτάμι		272999270266817	Facebook	17	1	736983	273000	1683	0
Million Dollar Vegan	Million Dollar Vegan	554024238384285	Facebook	20	1	736980	210000	7382	1272
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	101	1	735899	219000	11999	500
S&P Global		112495188784373	Facebook	11	1	729989	275000	969	0
Ιωάννης Σγουρός	Ιωαννης Σγουρος	1401098180146606	Facebook	12	1	729988	275000	1988	200
Videodrome		1773694896182795	Facebook	21	1	725979	220000	2479	100
Bournemouth Green Party	South East Dorset Green Party	140064492697345	Facebook	62	1	725938	171000	9880	694
Malcolm Byrne	Malcolm Byrne Page	34812247970	Facebook	14	1	724986	211000	2686	600
Theodore Douloumpekis		310648756200075	Facebook	38	1	724962	234000	4962	300
Eclairelavie		475156612973063	Facebook	36	1	719964	244000	10115	1780
Tomas Tobé	Moderaterna	1829725353928210	Facebook	38	1	719962	203000	6617	1592
Razvan Popa		128861244581738	Facebook	45	1	719955	225000	2532	399
Richard Sulik	Richard Sulik	184760561603680	Facebook	50	1	718950	170000	4950	0
Γιώργος Λογιάδης - George Logiadis		630354077426821	Facebook	5	1	714995	303000	495	0
Podemos Aragón	Podemos Equo	570770963015441	Facebook	6	1	714994	276000	1494	500
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	11	1	714989	266000	2689	400
		0	Facebook	30	1	711970	233000	4209	367
Igor Melicher - Mladí Sociálni Demokrati	Robert Bestro	2687957954762822	Facebook	27	1	710973	220000	4673	500
Chartipedia		866201743548232	Facebook	6	1	709994	352000	248	45
Nicola Fratoianni	Nicola Fratoianni	116181541819083	Facebook	11	1	709989	235000	1078	0
GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	31	1	709969	189000	7469	1100
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	55	1	709945	193000	1602	419
Anas Sarwar	Anas Sarwar	657070411062471	Facebook	27	1	707973	168000	3093	0
International Alert		23799263071	Facebook	83	1	707917	153000	13211	925
Dominik Hatiar • Mladí za lepšiu Európu		1795556150546258	Facebook	69	1	704931	174000	7631	200
ZDF heute	ZDF	112784955679	Facebook	4	1	701996	300000	5696	1100
Andrea Caroppo	Andrea Caroppo	381061375420543	Facebook	28	1	701972	212000	3172	100
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	196	1	701804	168000	21004	400
Seaqual Friends		2009782872619352	Facebook	3	1	700997	300000	297	0
Photovoltaik Angebote		154225911862559	Facebook	3	1	700997	300000	15097	6000
Lidimo		2217464665186092	Facebook	5	1	700995	270000	7095	1700
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	5	1	700995	270000	1597	534
Marie Arena		109149719130331	Facebook	21	1	700979	227000	2479	100
Ecoembes		322056604527477	Facebook	2	1	699998	300000	998	200
CGTN Français		169799706487474	Facebook	2	1	699998	300000	532	89
InfoMigrants - Français		196170307515478	Facebook	2	1	699998	300000	198	0
Climate-KIC		403370709744295	Facebook	2	1	699998	300000	1733	694
Europeana.eu		10261403667	Facebook	2	1	699998	300000	598	100
Journal des Français à l'étranger		1193690844094654	Facebook	2	1	699998	300000	998	200
28 minutes		311595228873763	Facebook	2	1	699998	300000	998	200
Cheops		1114045328715740	Facebook	2	1	699998	300000	1998	1000
ALDE Group – Liberals and Democrats in the European Parliament		123910440019	Facebook	3	1	699997	300000	1097	200
Anna Papadimitriou Tsatsou	Pulse and Opinion S.A.	351205875514876	Facebook	4	1	699996	270000	796	100
Goldman Sachs		121388362246	Facebook	4	1	699996	350000	1776	356
Krzysztof Śmiszek	KW Wiosna Roberta Biedronia	954692934606047	Facebook	5	1	699995	240000	1627	325
Smart Money		301938383792173	Facebook	5	1	699995	350000	15127	3560
Labour Party		164027949687	Facebook	6	1	699994	350000	2994	600
Carlos Coelho		306796832807017	Facebook	6	1	699994	350000	2994	600
Nous Immigrés de France  NIF		711940762157638	Facebook	6	1	699994	350000	594	0
WWF Deutschland		218786540044	Facebook	6	1	699994	320000	7994	1900
Scribbler Cards		164244545574	Facebook	17	1	697983	241000	3799	462
Easyavvisi.com		249781995046176	Facebook	20	1	696980	273000	2380	100
Път на младите	Път на младите	2051476654950711	Facebook	16	1	694984	238000	2488	267
Amaya Fernández	PP	486996548359961	Facebook	36	1	693964	159000	3564	0
Grüne Mannheim	BÜNDNIS 90/DIE GRÜNEN Kreisverband Mannheim	123290727868673	Facebook	52	1	692948	200000	5948	200
Inese Ikstena Eiropas Parlamenta deputāta kandidāte		2214339072152669	Facebook	20	1	690980	171000	3180	300
Zetland	Zetland	341299649231023	Facebook	23	1	690977	246000	2139	870
GPA-djp	GPA-djp	214499840736	Facebook	30	1	690970	168000	2970	0
LCLC - Lithuanian City of London Club - Londono Sičio Lietuvių Klubas	Lithuanian City of London Club	246201282926079	Facebook	13	1	689987	240000	4845	1157
Flora & Fauna		303798486465804	Facebook	21	1	688979	268000	1544	62
Accademia Perosi		355899761109377	Facebook	18	1	684982	318000	2582	200
Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	108	1	684892	195000	11092	100
Dr Sannas		432084333637525	Facebook	35	1	681965	159000	6470	1389
Vincze Loránt	Vincze Loránt	675042232534141	Facebook	37	1	677963	168000	1473	0
ALDE BACĂU		535445976897124	Facebook	18	1	676982	195000	1403	315
Alternativet	Alternativet	676061179094769	Facebook	12	1	674988	231000	6492	2182
Mayor Kate Allsop - Manifesto and Election	Mayor Kate Allsop	320364355338661	Facebook	15	1	673985	260000	4495	694
MENSCHLICHE WELT	Menschliche Welt	245758938922923	Facebook	69	1	673931	153000	8431	400
York Labour	York Labour Party	143998618983723	Facebook	43	1	672957	157000	7703	694
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	30	1	671970	231000	3770	200
Assomobilità		1352277208143943	Facebook	6	1	669994	267000	594	0
The Week Junior		799576543492660	Facebook	18	1	669982	282000	3913	462
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	149	1	669851	163000	16351	400
Sandra Gómez	PSOE	228752914179024	Facebook	10	1	666990	316000	3890	1000
Tate		1175315639185483	Facebook	43	1	666957	145000	4657	100
Κατερίνα Κούτρη - Katerina Koutri	Aikaterini Koutri	314010635931171	Facebook	8	1	664992	286000	792	0
Partidul Mișcarea Populară		581911828514783	Facebook	9	1	664991	286000	1114	215
Clicca lavoro		148072955256328	Facebook	10	1	664990	262000	1390	100
SPD Magdeburg	SPD Magdeburg	130938260290333	Facebook	29	1	664971	159000	6871	1000
CDU/CSU-Bundestagsfraktion		190784743602	Facebook	46	1	662954	224000	5354	200
Niels Fuglsang		264009771074617	Facebook	112	1	660888	159000	4042	830
HAMBURG ENERGIE		328102567311712	Facebook	4	1	659996	265000	1596	300
Fiat Professional France		346353942508593	Facebook	4	1	659996	265000	6096	1200
Μίνα Καούνη & Συνεργάτες		674103179323981	Facebook	7	1	659993	285000	693	0
Plymouth Labour	Plymouth Labour Party	142432831702	Facebook	19	1	659981	147000	3102	231
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	30	1	658970	149000	7039	1713
Tuunes		992176580926495	Facebook	7	1	657993	261000	693	0
Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	15	1	656985	161000	4785	1100
1Europa	Peter Glawischnig	320389701908367	Facebook	20	1	655980	170000	4380	600
Volt Deutschland	Volt Deutschland	134209407129787	Facebook	234	1	655766	119000	23566	100
Tilt		169065407139584	Facebook	7	1	654993	311000	3693	1300
Barrister Monir Hossain Kajal		182200919283491	Facebook	7	1	654993	281000	616	0
Jeremy Corbyn	The Labour Party	330250343871	Facebook	9	1	654991	281000	4734	925
Chelmsford Lib Dems	Chelmsford & Maldon Liberal Democrats	681292818704074	Facebook	38	1	652962	199000	6667	578
Ben Bradley MP	The Conservative Party	1361286460616795	Facebook	184	1	650816	107000	22930	462
EUpositive.sk		AR348804120993333248	Google	20	1	650000	50000	1450	50
Departamentul pentru Comunicații și Societate Informațională al PSD	Partidul Social Democrat	346281832652995	Facebook	3	1	649997	260000	230	42
Talking Europe		316028505828375	Facebook	3	1	649997	260000	697	100
Go Vilnius		166381110049498	Facebook	3	1	649997	260000	1497	300
Esquerda Net	Esquerda Net	116426248469551	Facebook	4	1	649996	310000	3496	1600
Your Everyday Korean		1446749008800347	Facebook	4	1	649996	310000	396	0
Bikezac - By Cobags		292443537522136	Facebook	4	1	649996	230000	3346	1071
K-Supermarket		380462231997295	Facebook	6	1	649994	280000	12494	2800
Karácsony Gergely	Párbeszéd Magyarországért	193944440638410	Facebook	15	1	649985	202000	1269	290
Labour Leave	Labour Leave	1291676554181443	Facebook	17	1	649983	145000	5187	810
Chris Webb	Chris Webb for Blackpool North & Cleveleys Campaign	367006363463686	Facebook	43	1	649957	186000	5851	231
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	21	1	646979	135000	1678	380
The Good Lobby		1420129598280317	Facebook	18	1	645982	168000	1782	0
Tom Watson	The Labour Party. Promoted by Tom Watson on behalf of Tom Watson	470873686267967	Facebook	91	1	645909	198000	10425	0
Muchachomalo		107341942644703	Facebook	15	1	640985	224000	5685	1600
Heléne Fritzon	Socialdemokraterna	767749640051136	Facebook	15	1	639985	170000	3564	935
Dan Kersch		231839814316073	Facebook	34	1	639966	194000	3366	0
Ruth Jones for Newport West	Welsh Labour, promoted by Rhiannon Evans on behalf of Ruth Jones, both at 21 Mill Street, Newport. NP20 5HA. 	974453309610373	Facebook	59	1	637941	162000	9999	810
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	23	1	636977	132000	2277	0
Jusos Schleswig-Holstein	Jusos Schleswig-Holstein	185490505413	Facebook	37	1	636963	128000	3663	0
Clear-Lights.net		275503246276066	Facebook	40	1	635960	227000	4326	445
Jacek Protas	KKW Koalicja Europejska PO PSL SLD .N Zieloni 	130955346972893	Facebook	33	1	633967	147000	1783	255
Harris Mamoulakis	Χάρης Μαμουλάκης	1561616060574694	Facebook	16	1	631984	219000	1584	0
Danilo Oscar Lancini		247390032110856	Facebook	34	1	631966	165000	3366	0
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	12	1	629988	222000	1334	462
